,capacity_1,capacity_2,capacity_3,capacity_4
238,2510.0,1494.0,1199.0,1026.0
239,1918.0,1168.0,911.0,786.0
240,2146.0,1283.0,1019.0,850.0
241,2670.0,1591.0,1254.0,1054.0
242,2386.0,1456.0,1152.0,1025.0
243,2744.0,1631.0,1266.0,1093.0
244,2574.0,1483.0,1197.0,993.0
245,2492.0,1496.0,1193.0,1045.0
246,2590.0,1526.0,1194.0,1026.0
247,2554.0,1523.0,1191.0,1051.0
248,2438.0,1437.0,1153.0,943.0
249,2810.0,1677.0,1281.0,1150.0
250,2606.0,1592.0,1289.0,1115.0
251,2156.0,1264.0,1030.0,876.0
252,2198.0,1331.0,1047.0,898.0
253,1998.0,1289.0,980.0,880.0
254,2656.0,1571.0,1271.0,1002.0
255,2114.0,1344.0,1056.0,946.0
256,2202.0,1335.0,1056.0,952.0
257,2176.0,1367.0,1066.0,932.0
258,2308.0,1415.0,1114.0,978.0
259,2224.0,1360.0,1040.0,964.0
260,2210.0,1313.0,1067.0,906.0
261,2660.0,1548.0,1212.0,1007.0
262,2454.0,1527.0,1231.0,1068.0
263,2856.0,1644.0,1291.0,1132.0
264,2316.0,1413.0,1123.0,990.0
265,2434.0,1455.0,1136.0,993.0
266,2600.0,1571.0,1203.0,1050.0
267,2908.0,1713.0,1338.0,1159.0
268,2490.0,1477.0,1158.0,980.0
269,2452.0,1542.0,1228.0,1094.0
270,2296.0,1375.0,1123.0,923.0
271,2586.0,1539.0,1226.0,1093.0
272,2712.0,1662.0,1306.0,1123.0
273,2658.0,1584.0,1253.0,1111.0
274,2234.0,1374.0,1048.0,938.0
275,2476.0,1434.0,1131.0,937.0
276,1952.0,1138.0,919.0,791.0
277,2390.0,1424.0,1101.0,954.0
278,2218.0,1349.0,1066.0,946.0
279,2108.0,1269.0,973.0,876.0
280,2274.0,1339.0,1073.0,866.0
281,2068.0,1244.0,989.0,859.0
282,2324.0,1365.0,1102.0,912.0
283,2832.0,1675.0,1301.0,1105.0
284,1806.0,1130.0,927.0,803.0
285,2626.0,1564.0,1225.0,1067.0
286,2258.0,1378.0,1084.0,946.0
287,2802.0,1647.0,1253.0,1057.0
288,2386.0,1505.0,1111.0,964.0
289,2550.0,1499.0,1165.0,1019.0
290,2066.0,1255.0,996.0,892.0
291,2436.0,1452.0,1130.0,980.0
292,2914.0,1776.0,1368.0,1218.0
293,2106.0,1289.0,981.0,889.0
294,2280.0,1413.0,1066.0,918.0
295,2406.0,1460.0,1154.0,1048.0
296,2166.0,1344.0,1067.0,906.0
297,2662.0,1579.0,1212.0,1086.0
298,2574.0,1544.0,1222.0,1035.0
299,2734.0,1606.0,1299.0,1114.0
300,2662.0,1558.0,1165.0,1039.0
301,2614.0,1600.0,1232.0,1081.0
302,2260.0,1325.0,1059.0,928.0
303,2424.0,1439.0,1179.0,997.0
304,2150.0,1296.0,1033.0,854.0
305,2044.0,1246.0,996.0,860.0
306,2412.0,1483.0,1157.0,1035.0
307,2358.0,1447.0,1122.0,1017.0
308,2856.0,1709.0,1313.0,1149.0
309,2426.0,1438.0,1140.0,959.0
310,2204.0,1348.0,1063.0,909.0
311,3174.0,1855.0,1439.0,1225.0
312,2532.0,1546.0,1240.0,1046.0
313,2552.0,1491.0,1223.0,1031.0
314,2648.0,1618.0,1252.0,1093.0
315,1794.0,1113.0,860.0,763.0
316,2866.0,1720.0,1294.0,1133.0
317,2276.0,1350.0,1092.0,966.0
318,2094.0,1291.0,1045.0,911.0
319,2510.0,1494.0,1119.0,989.0
320,2808.0,1645.0,1259.0,1045.0
321,2556.0,1515.0,1181.0,1036.0
322,2724.0,1628.0,1307.0,1109.0
323,2420.0,1438.0,1168.0,983.0
324,2206.0,1379.0,1094.0,919.0
325,2724.0,1615.0,1239.0,1062.0
326,2522.0,1540.0,1236.0,1100.0
327,2340.0,1416.0,1111.0,958.0
328,2928.0,1793.0,1459.0,1286.0
329,2354.0,1449.0,1090.0,969.0
330,2000.0,1250.0,998.0,895.0
331,2434.0,1442.0,1104.0,971.0
332,2152.0,1265.0,1045.0,879.0
333,2176.0,1332.0,1027.0,934.0
334,2464.0,1416.0,1154.0,984.0
335,2124.0,1316.0,1047.0,941.0
336,2998.0,1796.0,1408.0,1211.0
337,2672.0,1589.0,1234.0,1020.0
338,2152.0,1328.0,1010.0,914.0
339,2440.0,1492.0,1155.0,1024.0
340,2450.0,1454.0,1080.0,946.0
341,2528.0,1536.0,1150.0,1010.0
342,2604.0,1540.0,1216.0,1029.0
343,1984.0,1182.0,959.0,800.0
344,2238.0,1363.0,1100.0,917.0
345,2320.0,1376.0,1045.0,914.0
346,2996.0,1751.0,1375.0,1162.0
347,2772.0,1650.0,1247.0,1094.0
348,2746.0,1650.0,1261.0,1105.0
349,2204.0,1364.0,1137.0,953.0
350,2442.0,1466.0,1110.0,983.0
351,2486.0,1493.0,1226.0,1057.0
352,1960.0,1177.0,961.0,851.0
353,2202.0,1309.0,1067.0,900.0
354,2504.0,1503.0,1249.0,1044.0
355,1670.0,1029.0,850.0,755.0
356,1470.0,899.0,703.0,637.0
357,2138.0,1258.0,1014.0,839.0
358,2424.0,1482.0,1158.0,1030.0
359,2204.0,1298.0,1002.0,865.0
360,2384.0,1430.0,1121.0,926.0
361,2258.0,1406.0,1129.0,985.0
362,2386.0,1453.0,1133.0,1012.0
363,3054.0,1823.0,1442.0,1173.0
364,2394.0,1488.0,1147.0,1004.0
365,1928.0,1212.0,973.0,876.0
366,2418.0,1501.0,1168.0,1011.0
367,2198.0,1374.0,1119.0,960.0
368,2182.0,1346.0,1094.0,973.0
369,2486.0,1542.0,1182.0,1063.0
370,2532.0,1564.0,1262.0,1101.0
371,2878.0,1676.0,1303.0,1082.0
372,2172.0,1323.0,1044.0,879.0
373,2444.0,1457.0,1168.0,1003.0
374,2942.0,1747.0,1290.0,1107.0
375,2946.0,1793.0,1382.0,1203.0
376,2524.0,1553.0,1193.0,1056.0
377,2600.0,1539.0,1096.0,962.0
378,2224.0,1343.0,1082.0,925.0
379,2674.0,1666.0,1304.0,1155.0
380,2278.0,1362.0,1035.0,946.0
381,2756.0,1728.0,1346.0,1156.0
382,2288.0,1330.0,1044.0,875.0
383,2304.0,1389.0,1046.0,925.0
384,2818.0,1738.0,1343.0,1221.0
385,2512.0,1579.0,1241.0,1085.0
386,2606.0,1570.0,1230.0,1098.0
387,2214.0,1361.0,1111.0,971.0
388,2946.0,1751.0,1362.0,1177.0
389,2348.0,1361.0,1088.0,873.0
390,2614.0,1589.0,1249.0,1120.0
391,2654.0,1577.0,1241.0,1064.0
392,2276.0,1386.0,1093.0,938.0
393,2902.0,1746.0,1313.0,1156.0
394,2338.0,1382.0,1031.0,927.0
395,2224.0,1353.0,1048.0,948.0
396,2444.0,1459.0,1139.0,969.0
397,2474.0,1501.0,1170.0,1006.0
398,2148.0,1302.0,1037.0,900.0
399,2732.0,1641.0,1176.0,1029.0
400,2112.0,1324.0,1031.0,960.0
401,2338.0,1391.0,1076.0,982.0
402,2460.0,1457.0,1183.0,1018.0
403,2262.0,1306.0,990.0,857.0
404,2078.0,1313.0,1025.0,927.0
405,3024.0,1781.0,1371.0,1146.0
406,2404.0,1510.0,1223.0,1075.0
407,2520.0,1494.0,1179.0,1001.0
408,2302.0,1392.0,1139.0,964.0
409,2180.0,1340.0,1039.0,912.0
410,3000.0,1769.0,1345.0,1106.0
411,3078.0,1778.0,1394.0,1157.0
412,2458.0,1437.0,1129.0,966.0
413,2328.0,1427.0,1165.0,967.0
414,2384.0,1500.0,1142.0,1028.0
415,2166.0,1293.0,1045.0,893.0
416,2584.0,1574.0,1256.0,1103.0
417,2190.0,1314.0,1038.0,931.0
418,2506.0,1493.0,1187.0,1032.0
419,2518.0,1547.0,1205.0,1072.0
420,2946.0,1753.0,1332.0,1155.0
421,2320.0,1408.0,1088.0,990.0
422,2592.0,1486.0,1151.0,1003.0
423,1920.0,1166.0,910.0,801.0
424,2050.0,1230.0,923.0,818.0
425,2336.0,1355.0,1126.0,922.0
426,2308.0,1410.0,1123.0,1043.0
427,2724.0,1698.0,1335.0,1195.0
428,2052.0,1318.0,1076.0,967.0
429,2118.0,1342.0,1002.0,906.0
430,2014.0,1220.0,985.0,909.0
431,2326.0,1379.0,1124.0,912.0
432,2246.0,1343.0,1071.0,915.0
433,1832.0,1120.0,858.0,789.0
434,2294.0,1389.0,1061.0,956.0
435,2352.0,1393.0,1132.0,960.0
436,3302.0,1929.0,1465.0,1243.0
437,2302.0,1366.0,1078.0,947.0
438,2510.0,1518.0,1155.0,1047.0
439,2116.0,1314.0,1079.0,938.0
440,1980.0,1199.0,946.0,810.0
441,1944.0,1177.0,918.0,779.0
442,3012.0,1770.0,1351.0,1140.0
443,2514.0,1520.0,1196.0,1067.0
444,3154.0,1841.0,1390.0,1255.0
445,2164.0,1334.0,1071.0,928.0
446,2194.0,1302.0,1035.0,940.0
447,2178.0,1340.0,1083.0,941.0
448,2212.0,1327.0,1040.0,847.0
449,2668.0,1583.0,1218.0,1063.0
450,3008.0,1803.0,1387.0,1193.0
451,2494.0,1485.0,1138.0,994.0
452,2366.0,1440.0,1126.0,992.0
453,2444.0,1512.0,1188.0,1075.0
454,2554.0,1516.0,1165.0,1009.0
455,2816.0,1664.0,1257.0,1108.0
456,2528.0,1532.0,1153.0,1039.0
457,2324.0,1432.0,1165.0,993.0
458,2252.0,1346.0,1091.0,912.0
459,2690.0,1620.0,1285.0,1123.0
460,2812.0,1655.0,1279.0,1154.0
461,2512.0,1464.0,1148.0,960.0
462,2164.0,1303.0,1037.0,866.0
463,2016.0,1255.0,1007.0,900.0
464,2240.0,1358.0,1075.0,914.0
465,2672.0,1569.0,1213.0,1050.0
466,2470.0,1437.0,1178.0,1009.0
467,2818.0,1694.0,1266.0,1150.0
468,2146.0,1307.0,1004.0,876.0
469,2640.0,1589.0,1207.0,1020.0
470,2152.0,1322.0,1045.0,940.0
471,2850.0,1713.0,1271.0,1091.0
472,2874.0,1725.0,1341.0,1170.0
473,2572.0,1514.0,1191.0,1052.0
474,2768.0,1682.0,1304.0,1113.0
475,2700.0,1617.0,1265.0,1094.0
476,2878.0,1711.0,1374.0,1130.0
477,2678.0,1551.0,1215.0,1034.0
478,2322.0,1366.0,1109.0,915.0
479,2696.0,1614.0,1181.0,1050.0
480,2748.0,1670.0,1322.0,1183.0
481,2352.0,1443.0,1165.0,1022.0
482,2436.0,1479.0,1036.0,952.0
483,2770.0,1608.0,1280.0,1141.0
484,2920.0,1705.0,1339.0,1186.0
485,2400.0,1457.0,1166.0,992.0
486,2784.0,1690.0,1356.0,1162.0
487,2252.0,1373.0,1095.0,954.0
488,2640.0,1634.0,1239.0,1121.0
489,2444.0,1508.0,1223.0,1074.0
490,2374.0,1487.0,1243.0,1058.0
491,2072.0,1352.0,1074.0,953.0
492,2360.0,1428.0,1066.0,959.0
493,2542.0,1514.0,1194.0,1027.0
494,2456.0,1460.0,1214.0,996.0
495,2142.0,1266.0,1030.0,851.0
496,2734.0,1661.0,1287.0,1112.0
497,2574.0,1527.0,1210.0,1085.0
498,2770.0,1680.0,1330.0,1146.0
499,2128.0,1342.0,1105.0,970.0
500,2494.0,1480.0,1165.0,1005.0
501,1954.0,1238.0,1023.0,908.0
502,1974.0,1191.0,927.0,815.0
503,2772.0,1624.0,1273.0,1095.0
504,3130.0,1807.0,1361.0,1166.0
505,2410.0,1465.0,1158.0,998.0
506,2968.0,1757.0,1363.0,1144.0
507,2464.0,1497.0,1225.0,1032.0
508,2098.0,1255.0,974.0,880.0
509,2446.0,1477.0,1132.0,1024.0
510,1824.0,1131.0,868.0,770.0
511,2300.0,1432.0,1103.0,976.0
512,2538.0,1445.0,1156.0,956.0
513,2634.0,1632.0,1316.0,1108.0
514,2804.0,1665.0,1342.0,1156.0
515,2392.0,1445.0,1166.0,1024.0
516,2496.0,1533.0,1204.0,1063.0
517,2160.0,1354.0,1070.0,928.0
518,2098.0,1277.0,1011.0,862.0
519,2174.0,1297.0,1053.0,895.0
520,2384.0,1468.0,1164.0,1029.0
521,2230.0,1338.0,1060.0,920.0
522,2524.0,1476.0,1175.0,1019.0
523,2454.0,1406.0,1156.0,967.0
524,2064.0,1263.0,1036.0,870.0
525,2872.0,1749.0,1358.0,1192.0
526,2638.0,1579.0,1254.0,1073.0
527,2216.0,1336.0,1045.0,892.0
528,2180.0,1340.0,1049.0,920.0
529,2302.0,1422.0,1074.0,954.0
530,1932.0,1228.0,1010.0,880.0
531,2430.0,1485.0,1183.0,973.0
532,2222.0,1337.0,1082.0,943.0
533,2388.0,1455.0,1153.0,984.0
534,2316.0,1426.0,1132.0,1007.0
535,2594.0,1565.0,1251.0,1124.0
536,2032.0,1188.0,958.0,809.0
537,2604.0,1540.0,1240.0,1043.0
538,2006.0,1236.0,964.0,861.0
539,2404.0,1464.0,1210.0,1013.0
540,2076.0,1264.0,988.0,858.0
541,2736.0,1650.0,1264.0,1148.0
542,2142.0,1255.0,997.0,829.0
543,2630.0,1604.0,1217.0,1058.0
544,2656.0,1570.0,1258.0,1047.0
545,2864.0,1701.0,1381.0,1130.0
546,2142.0,1333.0,1086.0,951.0
547,2506.0,1488.0,1214.0,1052.0
548,2456.0,1517.0,1151.0,1006.0
549,2232.0,1347.0,1030.0,921.0
550,2534.0,1475.0,1140.0,955.0
551,2060.0,1282.0,1000.0,881.0
552,1884.0,1198.0,980.0,864.0
553,2274.0,1321.0,1063.0,900.0
554,2422.0,1469.0,1157.0,1009.0
555,2516.0,1523.0,1136.0,985.0
556,2158.0,1298.0,1028.0,862.0
557,2560.0,1539.0,1250.0,1082.0
558,1830.0,1090.0,872.0,751.0
559,2786.0,1671.0,1297.0,1105.0
560,3120.0,1850.0,1402.0,1190.0
561,2094.0,1288.0,1033.0,900.0
562,3006.0,1812.0,1406.0,1188.0
563,2682.0,1566.0,1285.0,1085.0
564,2436.0,1486.0,1189.0,1025.0
565,2624.0,1571.0,1277.0,1070.0
566,2130.0,1377.0,1066.0,975.0
567,2136.0,1283.0,1016.0,920.0
568,2678.0,1598.0,1274.0,1043.0
569,2396.0,1450.0,1117.0,991.0
570,2186.0,1338.0,1018.0,936.0
571,2238.0,1353.0,1057.0,913.0
572,2370.0,1390.0,1103.0,1012.0
573,1966.0,1166.0,953.0,823.0
574,2766.0,1656.0,1308.0,1145.0
575,2650.0,1581.0,1207.0,1102.0
576,2532.0,1552.0,1222.0,1038.0
577,3204.0,1901.0,1457.0,1269.0
578,1964.0,1229.0,989.0,895.0
579,2474.0,1503.0,1181.0,1019.0
580,2564.0,1564.0,1173.0,1026.0
581,2536.0,1534.0,1245.0,1068.0
582,2416.0,1499.0,1204.0,1046.0
583,2554.0,1498.0,1212.0,1049.0
584,2390.0,1469.0,1193.0,1042.0
585,2258.0,1329.0,1029.0,921.0
586,2472.0,1456.0,1179.0,1015.0
587,2296.0,1406.0,1096.0,983.0
588,2416.0,1466.0,1184.0,1009.0
589,2064.0,1283.0,1036.0,887.0
590,2546.0,1492.0,1168.0,1023.0
591,2328.0,1415.0,1095.0,919.0
592,1982.0,1240.0,965.0,836.0
593,2532.0,1481.0,1133.0,1000.0
594,2620.0,1523.0,1214.0,1046.0
595,2752.0,1617.0,1278.0,1115.0
596,2496.0,1518.0,1191.0,1051.0
597,2228.0,1343.0,1033.0,916.0
598,2668.0,1582.0,1261.0,1089.0
599,2478.0,1507.0,1169.0,995.0
600,2318.0,1402.0,1111.0,1004.0
601,2290.0,1388.0,1062.0,947.0
602,2968.0,1806.0,1403.0,1179.0
603,2762.0,1655.0,1298.0,1114.0
604,2132.0,1247.0,970.0,823.0
605,2144.0,1291.0,1064.0,924.0
606,2328.0,1433.0,1139.0,988.0
607,2290.0,1403.0,1102.0,958.0
608,2184.0,1352.0,1095.0,966.0
609,2708.0,1650.0,1330.0,1134.0
610,2476.0,1460.0,1147.0,962.0
611,2170.0,1321.0,1102.0,936.0
612,2248.0,1320.0,1021.0,847.0
613,3172.0,1897.0,1467.0,1231.0
614,2362.0,1475.0,1178.0,1006.0
615,2468.0,1491.0,1137.0,993.0
616,2606.0,1605.0,1254.0,1141.0
617,1936.0,1161.0,920.0,809.0
618,2420.0,1480.0,1118.0,1000.0
619,2098.0,1254.0,1022.0,900.0
620,2052.0,1231.0,996.0,891.0
621,2152.0,1317.0,1064.0,932.0
622,2324.0,1413.0,1132.0,972.0
623,2172.0,1306.0,1001.0,913.0
624,2408.0,1466.0,1159.0,1021.0
625,2248.0,1383.0,1056.0,948.0
626,2602.0,1600.0,1228.0,1032.0
627,2236.0,1394.0,1159.0,988.0
628,1834.0,1131.0,913.0,800.0
629,1780.0,1079.0,842.0,724.0
630,2282.0,1352.0,1024.0,911.0
631,2342.0,1422.0,1139.0,949.0
632,2176.0,1320.0,1032.0,890.0
633,2704.0,1589.0,1225.0,1050.0
634,2528.0,1496.0,1146.0,988.0
635,2320.0,1394.0,1031.0,899.0
636,2282.0,1358.0,1045.0,964.0
637,2858.0,1720.0,1358.0,1136.0
638,2412.0,1470.0,1144.0,1015.0
639,2132.0,1341.0,1076.0,973.0
640,2320.0,1427.0,1168.0,992.0
641,2426.0,1485.0,1182.0,1058.0
642,2328.0,1420.0,1087.0,936.0
643,2198.0,1317.0,1017.0,900.0
644,2466.0,1454.0,1143.0,1015.0
645,2556.0,1530.0,1193.0,1072.0
646,2564.0,1543.0,1223.0,1083.0
647,2516.0,1513.0,1129.0,1003.0
648,2560.0,1531.0,1173.0,1036.0
649,2472.0,1515.0,1198.0,1017.0
650,2304.0,1406.0,1137.0,1005.0
651,2322.0,1435.0,1099.0,957.0
