scenario,day,negative,positive,recovered,inpatient,died,total,unallocated
0,120,104,0,359,1,57,521,0
0,121,104,0,359,1,57,521,0
0,122,104,0,360,0,57,521,0
0,123,104,0,360,0,57,521,0
0,124,104,0,360,0,57,521,0
0,125,104,0,360,0,57,521,0
0,126,104,0,360,0,57,521,0
0,127,104,0,360,0,57,521,0
0,128,104,0,360,0,57,521,0
0,129,104,0,360,0,57,521,0
0,130,104,0,360,0,57,521,0
0,131,104,0,360,0,57,521,0
0,132,104,0,360,0,57,521,0
0,133,104,0,360,0,57,521,0
0,134,104,0,360,0,57,521,0
0,135,104,0,360,0,57,521,0
0,136,104,0,360,0,57,521,0
0,137,104,0,360,0,57,521,0
0,138,104,0,360,0,57,521,0
0,139,104,0,360,0,57,521,0
0,140,104,0,360,0,57,521,0
0,141,104,0,360,0,57,521,0
0,142,104,0,360,0,57,521,0
0,143,104,0,360,0,57,521,0
0,144,104,0,360,0,57,521,0
0,145,104,0,360,0,57,521,0
0,146,104,0,360,0,57,521,0
0,147,104,0,360,0,57,521,0
0,148,104,0,360,0,57,521,0
0,149,104,0,360,0,57,521,0
1,0,521,0,0,0,0,521,0
1,1,521,0,0,0,0,521,0
1,2,521,0,0,0,0,521,0
1,3,521,0,0,0,0,521,0
1,4,521,0,0,0,0,521,0
1,5,521,0,0,0,0,521,0
1,6,521,0,0,0,0,521,0
1,7,521,0,0,0,0,521,0
1,8,521,0,0,0,0,521,0
1,9,521,0,0,0,0,521,0
1,10,521,0,0,0,0,521,0
1,11,521,0,0,0,0,521,0
1,12,521,0,0,0,0,521,0
1,13,521,0,0,0,0,521,0
1,14,521,0,0,0,0,521,0
1,15,521,0,0,0,0,521,0
1,16,521,0,0,0,0,521,0
1,17,521,0,0,0,0,521,0
1,18,521,0,0,0,0,521,0
1,19,521,0,0,0,0,521,0
1,20,519,2,0,0,0,521,0
1,21,519,2,0,0,0,521,0
1,22,519,2,0,0,0,521,0
1,23,519,2,0,0,0,521,0
1,24,517,3,0,1,0,521,0
1,25,517,3,0,1,0,521,0
1,26,516,3,0,2,0,521,0
1,27,515,4,0,2,0,521,0
1,28,514,5,0,2,0,521,0
1,29,514,4,0,3,0,521,0
1,30,513,4,0,4,0,521,0
1,31,513,4,0,4,0,521,0
1,32,512,4,0,5,0,521,0
1,33,512,4,0,5,0,521,0
1,34,510,6,0,5,0,521,0
1,35,505,9,3,4,0,521,0
1,36,500,14,4,3,0,521,0
1,37,498,16,4,3,0,521,0
1,38,495,18,5,2,1,521,0
1,39,492,19,5,4,1,521,0
1,40,488,19,5,8,1,521,0
1,41,486,20,5,9,1,521,0
1,42,480,24,5,11,1,521,0
1,43,472,30,5,13,1,521,0
1,44,465,35,5,15,1,521,0
1,45,457,41,9,13,1,521,0
1,46,453,42,11,14,1,521,0
1,47,443,49,11,17,1,521,0
1,48,436,43,14,27,1,521,0
1,49,427,47,14,32,1,521,0
1,50,417,54,16,33,1,521,0
1,51,408,58,18,36,1,521,0
1,52,400,60,21,37,3,521,0
1,53,388,65,27,38,3,521,0
1,54,380,60,34,43,4,521,0
1,55,370,61,39,47,4,521,0
1,56,358,65,46,46,6,521,0
1,57,348,66,52,49,6,521,0
1,58,336,69,58,52,6,521,0
1,59,324,78,62,48,9,521,0
1,60,309,81,70,52,9,521,0
1,61,293,88,78,53,9,521,0
1,62,285,84,84,56,12,521,0
1,63,271,87,92,59,12,521,0
1,64,256,89,98,65,13,521,0
1,65,246,85,105,71,14,521,0
1,66,241,78,112,75,15,521,0
1,67,232,74,121,77,17,521,0
1,68,221,77,126,79,18,521,0
1,69,211,72,133,85,20,521,0
1,70,200,73,142,85,21,521,0
1,71,191,71,152,86,21,521,0
1,72,183,73,157,85,23,521,0
1,73,174,77,167,79,24,521,0
1,74,162,75,179,81,24,521,0
1,75,158,69,195,74,25,521,0
1,76,153,61,210,70,27,521,0
1,77,152,48,222,67,32,521,0
1,78,149,43,236,59,34,521,0
1,79,146,35,245,60,35,521,0
1,80,144,32,255,55,35,521,0
1,81,142,30,262,51,36,521,0
1,82,139,24,272,48,38,521,0
1,83,137,18,280,47,39,521,0
1,84,137,16,285,42,41,521,0
1,85,135,17,291,37,41,521,0
1,86,135,15,296,34,41,521,0
1,87,133,14,304,29,41,521,0
1,88,131,13,306,30,41,521,0
1,89,130,10,309,31,41,521,0
1,90,129,10,317,23,42,521,0
1,91,127,12,322,18,42,521,0
1,92,125,14,328,12,42,521,0
1,93,125,11,334,9,42,521,0
1,94,125,10,336,8,42,521,0
1,95,125,8,339,6,43,521,0
1,96,125,8,339,6,43,521,0
1,97,125,6,341,5,44,521,0
1,98,125,6,341,5,44,521,0
1,99,124,6,342,5,44,521,0
1,100,124,6,342,5,44,521,0
1,101,124,4,345,3,45,521,0
1,102,124,4,345,3,45,521,0
1,103,124,2,347,3,45,521,0
1,104,123,2,348,3,45,521,0
1,105,123,1,349,3,45,521,0
1,106,123,1,349,3,45,521,0
1,107,122,2,349,3,45,521,0
1,108,122,1,349,4,45,521,0
1,109,122,1,350,3,45,521,0
1,110,122,1,350,3,45,521,0
1,111,122,1,351,2,45,521,0
1,112,122,1,351,2,45,521,0
1,113,122,1,351,2,45,521,0
1,114,122,1,351,2,45,521,0
1,115,122,1,351,1,46,521,0
1,116,122,1,352,0,46,521,0
1,117,122,1,352,0,46,521,0
1,118,122,1,352,0,46,521,0
1,119,122,1,352,0,46,521,0
1,120,122,0,353,0,46,521,0
1,121,122,0,353,0,46,521,0
1,122,122,0,353,0,46,521,0
1,123,122,0,353,0,46,521,0
1,124,122,0,353,0,46,521,0
1,125,122,0,353,0,46,521,0
1,126,122,0,353,0,46,521,0
1,127,122,0,353,0,46,521,0
1,128,122,0,353,0,46,521,0
1,129,122,0,353,0,46,521,0
1,130,122,0,353,0,46,521,0
1,131,122,0,353,0,46,521,0
1,132,122,0,353,0,46,521,0
1,133,122,0,353,0,46,521,0
1,134,122,0,353,0,46,521,0
1,135,122,0,353,0,46,521,0
1,136,122,0,353,0,46,521,0
1,137,122,0,353,0,46,521,0
1,138,122,0,353,0,46,521,0
1,139,122,0,353,0,46,521,0
1,140,122,0,353,0,46,521,0
1,141,122,0,353,0,46,521,0
1,142,122,0,353,0,46,521,0
1,143,122,0,353,0,46,521,0
1,144,122,0,353,0,46,521,0
1,145,122,0,353,0,46,521,0
1,146,122,0,353,0,46,521,0
1,147,122,0,353,0,46,521,0
1,148,122,0,353,0,46,521,0
1,149,122,0,353,0,46,521,0
2,0,521,0,0,0,0,521,0
2,1,521,0,0,0,0,521,0
2,2,521,0,0,0,0,521,0
2,3,521,0,0,0,0,521,0
2,4,521,0,0,0,0,521,0
2,5,521,0,0,0,0,521,0
2,6,521,0,0,0,0,521,0
2,7,521,0,0,0,0,521,0
2,8,521,0,0,0,0,521,0
2,9,521,0,0,0,0,521,0
2,10,521,0,0,0,0,521,0
2,11,521,0,0,0,0,521,0
2,12,521,0,0,0,0,521,0
2,13,521,0,0,0,0,521,0
2,14,521,0,0,0,0,521,0
2,15,521,0,0,0,0,521,0
2,16,521,0,0,0,0,521,0
2,17,521,0,0,0,0,521,0
2,18,521,0,0,0,0,521,0
2,19,521,0,0,0,0,521,0
2,20,520,1,0,0,0,521,0
2,21,520,1,0,0,0,521,0
2,22,520,1,0,0,0,521,0
2,23,520,1,0,0,0,521,0
2,24,518,2,0,1,0,521,0
2,25,518,2,0,1,0,521,0
2,26,517,3,0,1,0,521,0
2,27,517,3,0,1,0,521,0
2,28,516,4,0,1,0,521,0
2,29,515,4,0,2,0,521,0
2,30,514,4,0,3,0,521,0
2,31,509,9,0,3,0,521,0
2,32,504,13,1,3,0,521,0
2,33,504,12,1,4,0,521,0
2,34,500,16,1,4,0,521,0
2,35,497,19,1,4,0,521,0
2,36,494,22,1,4,0,521,0
2,37,490,22,3,6,0,521,0
2,38,488,21,3,9,0,521,0
2,39,486,23,3,9,0,521,0
2,40,482,21,7,11,0,521,0
2,41,476,23,9,13,0,521,0
2,42,468,27,11,15,0,521,0
2,43,466,27,12,16,0,521,0
2,44,458,33,12,18,0,521,0
2,45,452,35,14,19,1,521,0
2,46,439,42,15,23,2,521,0
2,47,432,46,17,24,2,521,0
2,48,422,53,22,22,2,521,0
2,49,409,64,22,24,2,521,0
2,50,401,65,25,28,2,521,0
2,51,400,59,29,29,4,521,0
2,52,390,57,32,37,5,521,0
2,53,379,58,38,41,5,521,0
2,54,370,59,42,44,6,521,0
2,55,364,59,48,44,6,521,0
2,56,354,58,54,49,6,521,0
2,57,344,58,58,54,7,521,0
2,58,334,62,58,59,8,521,0
2,59,323,65,67,57,9,521,0
2,60,316,65,72,58,10,521,0
2,61,309,67,76,59,10,521,0
2,62,294,74,87,55,11,521,0
2,63,286,69,95,58,13,521,0
2,64,277,67,104,57,16,521,0
2,65,261,73,111,57,19,521,0
2,66,254,71,117,56,23,521,0
2,67,241,74,123,56,27,521,0
2,68,233,77,130,53,28,521,0
2,69,225,71,137,59,29,521,0
2,70,216,71,146,59,29,521,0
2,71,207,68,153,63,30,521,0
2,72,195,70,161,64,31,521,0
2,73,186,71,165,65,34,521,0
2,74,180,73,171,63,34,521,0
2,75,173,63,184,64,37,521,0
2,76,170,57,194,62,38,521,0
2,77,163,61,206,53,38,521,0
2,78,156,59,219,46,41,521,0
2,79,150,58,230,41,42,521,0
2,80,146,51,237,39,48,521,0
2,81,144,48,243,36,50,521,0
2,82,140,44,252,34,51,521,0
2,83,136,40,260,34,51,521,0
2,84,134,35,266,34,52,521,0
2,85,133,29,274,31,54,521,0
2,86,130,29,277,30,55,521,0
2,87,126,25,285,30,55,521,0
2,88,124,24,287,31,55,521,0
2,89,122,18,294,30,57,521,0
2,90,121,17,297,29,57,521,0
2,91,120,16,305,23,57,521,0
2,92,118,16,309,21,57,521,0
2,93,118,10,315,21,57,521,0
2,94,117,10,316,20,58,521,0
2,95,116,10,318,18,59,521,0
2,96,115,10,323,14,59,521,0
2,97,114,9,329,10,59,521,0
2,98,114,8,331,9,59,521,0
2,99,114,7,332,9,59,521,0
2,100,113,4,336,9,59,521,0
2,101,113,3,339,7,59,521,0
2,102,113,2,340,7,59,521,0
2,103,112,3,340,7,59,521,0
2,104,112,2,340,8,59,521,0
2,105,112,1,342,7,59,521,0
2,106,112,1,342,7,59,521,0
2,107,112,1,342,7,59,521,0
2,108,112,1,342,7,59,521,0
2,109,112,1,343,5,60,521,0
2,110,112,1,343,4,61,521,0
2,111,112,1,344,2,62,521,0
2,112,112,0,345,2,62,521,0
2,113,112,0,345,2,62,521,0
2,114,112,0,345,2,62,521,0
2,115,112,0,346,1,62,521,0
2,116,112,0,346,1,62,521,0
2,117,112,0,346,0,63,521,0
2,118,112,0,346,0,63,521,0
2,119,112,0,346,0,63,521,0
2,120,112,0,346,0,63,521,0
2,121,112,0,346,0,63,521,0
2,122,112,0,346,0,63,521,0
2,123,112,0,346,0,63,521,0
2,124,112,0,346,0,63,521,0
2,125,112,0,346,0,63,521,0
2,126,112,0,346,0,63,521,0
2,127,112,0,346,0,63,521,0
2,128,112,0,346,0,63,521,0
2,129,112,0,346,0,63,521,0
2,130,112,0,346,0,63,521,0
2,131,112,0,346,0,63,521,0
2,132,112,0,346,0,63,521,0
2,133,112,0,346,0,63,521,0
2,134,112,0,346,0,63,521,0
2,135,112,0,346,0,63,521,0
2,136,112,0,346,0,63,521,0
2,137,112,0,346,0,63,521,0
2,138,112,0,346,0,63,521,0
2,139,112,0,346,0,63,521,0
2,140,112,0,346,0,63,521,0
2,141,112,0,346,0,63,521,0
2,142,112,0,346,0,63,521,0
2,143,112,0,346,0,63,521,0
2,144,112,0,346,0,63,521,0
2,145,112,0,346,0,63,521,0
2,146,112,0,346,0,63,521,0
2,147,112,0,346,0,63,521,0
2,148,112,0,346,0,63,521,0
2,149,112,0,346,0,63,521,0
3,0,521,0,0,0,0,521,0
3,1,521,0,0,0,0,521,0
3,2,521,0,0,0,0,521,0
3,3,521,0,0,0,0,521,0
3,4,521,0,0,0,0,521,0
3,5,521,0,0,0,0,521,0
3,6,521,0,0,0,0,521,0
3,7,521,0,0,0,0,521,0
3,8,521,0,0,0,0,521,0
3,9,521,0,0,0,0,521,0
3,10,521,0,0,0,0,521,0
3,11,521,0,0,0,0,521,0
3,12,521,0,0,0,0,521,0
3,13,521,0,0,0,0,521,0
3,14,521,0,0,0,0,521,0
3,15,520,1,0,0,0,521,0
3,16,520,1,0,0,0,521,0
3,17,520,1,0,0,0,521,0
3,18,519,2,0,0,0,521,0
3,19,519,1,0,1,0,521,0
3,20,519,1,0,1,0,521,0
3,21,519,1,0,1,0,521,0
3,22,517,3,0,1,0,521,0
3,23,516,3,0,2,0,521,0
3,24,516,3,0,2,0,521,0
3,25,516,3,0,2,0,521,0
3,26,515,4,0,2,0,521,0
3,27,514,5,0,2,0,521,0
3,28,512,6,0,3,0,521,0
3,29,511,7,0,2,1,521,0
3,30,508,9,0,3,1,521,0
3,31,507,10,0,3,1,521,0
3,32,506,10,1,3,1,521,0
3,33,505,10,2,3,1,521,0
3,34,503,11,2,4,1,521,0
3,35,499,15,2,4,1,521,0
3,36,497,14,3,6,1,521,0
3,37,495,14,5,5,2,521,0
3,38,494,14,6,5,2,521,0
3,39,493,15,7,3,3,521,0
3,40,491,16,7,4,3,521,0
3,41,487,16,8,7,3,521,0
3,42,484,17,10,7,3,521,0
3,43,475,23,12,8,3,521,0
3,44,470,24,13,11,3,521,0
3,45,466,27,14,11,3,521,0
3,46,459,33,15,11,3,521,0
3,47,452,38,15,13,3,521,0
3,48,442,41,17,18,3,521,0
3,49,437,43,18,20,3,521,0
3,50,428,46,19,24,4,521,0
3,51,416,54,21,26,4,521,0
3,52,406,57,23,31,4,521,0
3,53,395,60,26,36,4,521,0
3,54,388,62,31,36,4,521,0
3,55,378,66,37,36,4,521,0
3,56,367,70,40,39,5,521,0
3,57,357,71,44,42,7,521,0
3,58,342,75,48,48,8,521,0
3,59,330,78,49,55,9,521,0
3,60,320,79,58,53,11,521,0
3,61,310,81,64,53,13,521,0
3,62,302,72,74,58,15,521,0
3,63,286,77,79,61,18,521,0
3,64,276,77,86,62,20,521,0
3,65,267,76,94,63,21,521,0
3,66,260,73,104,63,21,521,0
3,67,257,65,114,64,21,521,0
3,68,249,64,116,67,25,521,0
3,69,234,70,121,69,27,521,0
3,70,226,73,123,69,30,521,0
3,71,217,71,138,62,33,521,0
3,72,198,73,147,67,36,521,0
3,73,187,74,158,65,37,521,0
3,74,184,66,169,62,40,521,0
3,75,179,63,178,60,41,521,0
3,76,173,58,185,61,44,521,0
3,77,166,56,191,63,45,521,0
3,78,161,52,197,64,47,521,0
3,79,158,48,206,60,49,521,0
3,80,156,43,213,59,50,521,0
3,81,152,42,221,55,51,521,0
3,82,146,37,229,55,54,521,0
3,83,140,34,236,57,54,521,0
3,84,136,31,244,56,54,521,0
3,85,133,32,254,48,54,521,0
3,86,131,30,260,44,56,521,0
3,87,127,27,271,38,58,521,0
3,88,125,24,277,35,60,521,0
3,89,124,20,279,37,61,521,0
3,90,123,18,285,32,63,521,0
3,91,121,16,289,32,63,521,0
3,92,121,14,291,31,64,521,0
3,93,119,16,294,28,64,521,0
3,94,119,13,298,24,67,521,0
3,95,116,13,305,19,68,521,0
3,96,116,9,311,16,69,521,0
3,97,115,9,314,14,69,521,0
3,98,115,7,315,15,69,521,0
3,99,114,7,318,13,69,521,0
3,100,114,6,320,12,69,521,0
3,101,114,3,324,10,70,521,0
3,102,114,1,326,10,70,521,0
3,103,114,1,327,9,70,521,0
3,104,113,2,328,8,70,521,0
3,105,113,2,329,7,70,521,0
3,106,113,2,329,6,71,521,0
3,107,113,2,330,5,71,521,0
3,108,113,2,331,4,71,521,0
3,109,113,1,333,3,71,521,0
3,110,112,2,333,3,71,521,0
3,111,112,2,333,3,71,521,0
3,112,112,2,334,2,71,521,0
3,113,112,2,336,0,71,521,0
3,114,112,2,336,0,71,521,0
3,115,112,1,336,1,71,521,0
3,116,112,0,337,1,71,521,0
3,117,112,0,337,1,71,521,0
3,118,112,0,337,1,71,521,0
3,119,112,0,337,1,71,521,0
3,120,112,0,337,1,71,521,0
3,121,112,0,337,1,71,521,0
3,122,112,0,337,1,71,521,0
3,123,112,0,337,1,71,521,0
3,124,112,0,337,1,71,521,0
3,125,112,0,338,0,71,521,0
3,126,112,0,338,0,71,521,0
3,127,112,0,338,0,71,521,0
3,128,112,0,338,0,71,521,0
3,129,112,0,338,0,71,521,0
3,130,112,0,338,0,71,521,0
3,131,112,0,338,0,71,521,0
3,132,112,0,338,0,71,521,0
3,133,112,0,338,0,71,521,0
3,134,112,0,338,0,71,521,0
3,135,112,0,338,0,71,521,0
3,136,112,0,338,0,71,521,0
3,137,112,0,338,0,71,521,0
3,138,112,0,338,0,71,521,0
3,139,112,0,338,0,71,521,0
3,140,112,0,338,0,71,521,0
3,141,112,0,338,0,71,521,0
3,142,112,0,338,0,71,521,0
3,143,112,0,338,0,71,521,0
3,144,112,0,338,0,71,521,0
3,145,112,0,338,0,71,521,0
3,146,112,0,338,0,71,521,0
3,147,112,0,338,0,71,521,0
3,148,112,0,338,0,71,521,0
3,149,112,0,338,0,71,521,0
4,0,521,0,0,0,0,521,0
4,1,521,0,0,0,0,521,0
4,2,521,0,0,0,0,521,0
4,3,521,0,0,0,0,521,0
4,4,521,0,0,0,0,521,0
4,5,521,0,0,0,0,521,0
4,6,521,0,0,0,0,521,0
4,7,521,0,0,0,0,521,0
4,8,521,0,0,0,0,521,0
4,9,521,0,0,0,0,521,0
4,10,521,0,0,0,0,521,0
4,11,521,0,0,0,0,521,0
4,12,521,0,0,0,0,521,0
4,13,520,1,0,0,0,521,0
4,14,520,1,0,0,0,521,0
4,15,520,1,0,0,0,521,0
4,16,518,3,0,0,0,521,0
4,17,518,3,0,0,0,521,0
4,18,518,3,0,0,0,521,0
4,19,518,3,0,0,0,521,0
4,20,518,3,0,0,0,521,0
4,21,517,4,0,0,0,521,0
4,22,516,4,1,0,0,521,0
4,23,515,5,1,0,0,521,0
4,24,515,3,2,1,0,521,0
4,25,515,2,3,1,0,521,0
4,26,515,1,3,2,0,521,0
4,27,512,4,3,2,0,521,0
4,28,511,4,3,3,0,521,0
4,29,510,5,3,3,0,521,0
4,30,509,6,3,3,0,521,0
4,31,509,5,3,4,0,521,0
4,32,507,5,3,6,0,521,0
4,33,505,6,3,7,0,521,0
4,34,504,6,3,8,0,521,0
4,35,502,8,3,8,0,521,0
4,36,498,11,4,7,1,521,0
4,37,497,12,4,7,1,521,0
4,38,490,17,6,7,1,521,0
4,39,487,19,7,7,1,521,0
4,40,484,22,8,6,1,521,0
4,41,481,24,9,6,1,521,0
4,42,478,27,10,5,1,521,0
4,43,473,28,11,8,1,521,0
4,44,469,27,14,10,1,521,0
4,45,463,30,15,12,1,521,0
4,46,456,32,16,16,1,521,0
4,47,446,40,18,16,1,521,0
4,48,441,43,18,18,1,521,0
4,49,430,48,19,22,2,521,0
4,50,420,53,19,26,3,521,0
4,51,408,60,21,28,4,521,0
4,52,402,61,23,30,5,521,0
4,53,399,57,26,34,5,521,0
4,54,394,51,33,38,5,521,0
4,55,383,57,35,39,7,521,0
4,56,375,59,38,42,7,521,0
4,57,362,67,43,41,8,521,0
4,58,351,67,48,46,9,521,0
4,59,332,80,52,46,11,521,0
4,60,312,89,58,49,13,521,0
4,61,303,87,63,54,14,521,0
4,62,295,89,69,54,14,521,0
4,63,277,97,72,60,15,521,0
4,64,267,91,82,63,18,521,0
4,65,258,89,90,64,20,521,0
4,66,251,86,93,69,22,521,0
4,67,245,81,100,70,25,521,0
4,68,237,81,106,68,29,521,0
4,69,233,78,114,66,30,521,0
4,70,223,73,130,61,34,521,0
4,71,214,73,139,61,34,521,0
4,72,202,79,148,58,34,521,0
4,73,193,74,169,50,35,521,0
4,74,189,64,182,50,36,521,0
4,75,183,59,188,52,39,521,0
4,76,175,57,199,50,40,521,0
4,77,165,54,211,50,41,521,0
4,78,162,48,219,48,44,521,0
4,79,155,48,225,47,46,521,0
4,80,151,42,231,50,47,521,0
4,81,145,43,236,49,48,521,0
4,82,142,40,239,51,49,521,0
4,83,141,34,244,53,49,521,0
4,84,136,33,253,47,52,521,0
4,85,130,34,261,43,53,521,0
4,86,128,32,264,43,54,521,0
4,87,123,32,271,40,55,521,0
4,88,121,33,275,36,56,521,0
4,89,120,26,281,38,56,521,0
4,90,119,26,290,29,57,521,0
4,91,117,21,296,30,57,521,0
4,92,117,19,299,27,59,521,0
4,93,116,16,305,23,61,521,0
4,94,113,17,310,19,62,521,0
4,95,113,14,315,17,62,521,0
4,96,113,13,319,14,62,521,0
4,97,111,12,323,13,62,521,0
4,98,111,11,326,11,62,521,0
4,99,111,9,329,10,62,521,0
4,100,110,6,335,7,63,521,0
4,101,110,5,336,7,63,521,0
4,102,110,4,338,6,63,521,0
4,103,109,3,339,7,63,521,0
4,104,109,3,339,7,63,521,0
4,105,109,3,340,6,63,521,0
4,106,109,1,342,6,63,521,0
4,107,109,1,343,5,63,521,0
4,108,109,1,344,4,63,521,0
4,109,109,1,345,3,63,521,0
4,110,109,1,346,2,63,521,0
4,111,109,1,347,1,63,521,0
4,112,109,1,347,1,63,521,0
4,113,109,1,347,1,63,521,0
4,114,109,0,348,1,63,521,0
4,115,109,0,349,0,63,521,0
4,116,109,0,349,0,63,521,0
4,117,109,0,349,0,63,521,0
4,118,109,0,349,0,63,521,0
4,119,109,0,349,0,63,521,0
4,120,109,0,349,0,63,521,0
4,121,109,0,349,0,63,521,0
4,122,109,0,349,0,63,521,0
4,123,109,0,349,0,63,521,0
4,124,109,0,349,0,63,521,0
4,125,109,0,349,0,63,521,0
4,126,109,0,349,0,63,521,0
4,127,109,0,349,0,63,521,0
4,128,109,0,349,0,63,521,0
4,129,109,0,349,0,63,521,0
4,130,109,0,349,0,63,521,0
4,131,109,0,349,0,63,521,0
4,132,109,0,349,0,63,521,0
4,133,109,0,349,0,63,521,0
4,134,109,0,349,0,63,521,0
4,135,109,0,349,0,63,521,0
4,136,109,0,349,0,63,521,0
4,137,109,0,349,0,63,521,0
4,138,109,0,349,0,63,521,0
4,139,109,0,349,0,63,521,0
4,140,109,0,349,0,63,521,0
4,141,109,0,349,0,63,521,0
4,142,109,0,349,0,63,521,0
4,143,109,0,349,0,63,521,0
4,144,109,0,349,0,63,521,0
4,145,109,0,349,0,63,521,0
4,146,109,0,349,0,63,521,0
4,147,109,0,349,0,63,521,0
4,148,109,0,349,0,63,521,0
4,149,109,0,349,0,63,521,0
